SRC:it	 ChatGPT to English	IMP_GPT	TRM_GPT	UGR_GPT	MIS_GPT	STL_GPT	PRF_GPT	PRN_GPT	SEGS_GPT	Google Translate to English	IMP_GT	TRM_GT	UGR_GT	MIS_GT	STL_GT	PRF_GT	PRN_GT	SEGS_GT	Gold Standard	Comment
Se vivi, lavori o soggiorni in una zona a rischio maremoto 	If you live, work, or stay in an area at risk of tsunami:			1					1	If you live, work or stay in a tsunami risk area 			1		1			2	If you live, work, or stay in a tsunami-prone area: 	ChatGPT: missing article before tsunami or plural without article GT: missing comma in enumeration; style could use improvement
Informati sul Piano di protezione civile del Comune per sapere quali sono le zone pericolose, le vie e i tempi di evacuazione, la segnaletica da seguire e le aree di attesa da raggiungere in caso di emergenza.  	Get informed about the Municipality's Civil Protection Plan to know which areas are dangerous, the evacuation routes and timing, the signage to follow, and the waiting areas to reach in case of emergency.		2			2	1		5	Find out about the Municipality's Civil Protection Plan to find out which are the dangerous areas, the evacuation routes and times, the signs to follow and the waiting areas to reach in case of emergency.  			1		2	1		4	Learn about your municipality's civil protection plan to find out the danger zones, evacuation routes and times, signs to follow, and waiting areas to reach in case of emergency.	ChatGPT & GT: capitalisations ChatGPT: may use a clearer terminology and style GT: slightly ungrammatical structure; redundancy
Informati sulla sicurezza della tua casa e dei luoghi che la circondano.  	Get informed about the safety of your house and the surrounding areas.					1			1	Learn about the safety of your home and the places around it.  					2			2	Obtain safety information about your own house and the surrounding area.	ChatGPT & GT: need style improvements
Assicurati che la tua scuola o il luogo in cui lavori abbiano un piano di evacuazione e che vengano fatte esercitazioni periodiche.  	Make sure that your school or workplace has an evacuation plan and conducts regular drills.								0	Make sure your school or place of work has an evacuation plan and that regular drills are carried out.  					1			1	Ensure that your school or workplace has an evacuation plan and that periodical simulation exercises are carried out.	GT: literal tranlsation of "posto di lavoro"
Preparati all’emergenza con la tua famiglia e fai un piano su come raggiungere le vie di fuga e le aree di attesa.  	Prepare for emergencies with your family and create a plan on how to reach escape routes and waiting areas.					2			2	Prepare for an emergency with your family and make a plan on how to reach escape routes and waiting areas.  					2			2	Be prepared for the emergency with your family and plan how to reach escape routes and waiting areas.	ChatGPT & GT: improve style, make it simpler
Tieni in casa scorte di acqua e cibo e prepara un kit di emergenza che contenga, ad esempio, copia dei documenti, cassetta di pronto soccorso, torcia elettrica, radio a pile, ecc.	Keep water and food supplies at home and prepare an emergency kit containing, for example, copies of documents, a first aid kit, a flashlight, a battery-operated radio, etc.								0	Keep supplies of water and food at home and prepare an emergency kit containing, for example, copies of documents, first aid kit, flashlight, battery-operated radio, etc.			1					1	Have supplies of water and food in the house and prepare an emergency kit containing, for example, a copy of documents, a first-aid kit, a flashlight, a battery-powered radio, etc.	GT: missing articles
Durante il maremoto	During the tsunami:						1		1	During the tsunami								0	During the tsunami	ChatGPT: adding semicolon
Se sei in spiaggia o in una zona costiera 	If you are at the beach or in a coastal area:						1		1	If you are at the beach or in a coastal area 								0	At the beach or coastal area 	ChatGPT: adding semicolon
Se ricevi un messaggio di allerta che indica il possibile arrivo di un’onda di maremoto, oppure riconosci almeno uno di questi fenomeni:    	If you receive an alert message indicating the possible arrival of a tsunami wave, or if you recognize at least one of these phenomena: 		2				1		3	If you receive an alert message indicating the possible arrival of a tsunami wave, or you recognize at least one of these phenomena:    		2	1					3	If you receive an alert message indicating the possible arrival of a tsunami wave or recognize at least one of these phenomena:  	ChatGPT: missing list formatting  GT: missing conjuction "if" GPT & GT: "phenomena" may be quite advanced
- forte terremoto che hai percepito direttamente o di cui hai avuto notizia; 	A strong earthquake that you felt directly or heard about; 						1		1	- strong earthquake that you felt directly or heard about; 			1					1	- a strong earthquake you have felt yourself or that you have heard about	ChatGPT: missing list formatting  GT: missing article
- improvviso e insolito ritiro del mare, rapido innalzamento del livello del mare o grande onda estesa su tutto l’orizzonte; 	Sudden and unusual retreat of the sea, rapid rise in sea level, or a large wave visible across the horizon; 						1		1	- sudden and unusual retreat of the sea, rapid rise in sea level or large wave extending over the entire horizon; 			1			1		2	- a sudden and unusual retreat of the sea, a rapid rise in sea level or a big wave extending across the whole horizon	ChatGPT: missing list formatting  GT: missing article; missing oxford comma
